CustomerID,TransactionID,Date,Product,Amount
CUST2225,T748836,2025-05-07,Jeans,4047.71
CUST2656,T161786,2025-05-07,Dress,1970.18
CUST2032,T427228,2025-05-07,Saree,7183.7
CUST2112,T937135,2025-05-07,Formal Shoes,5832.43
CUST2354,T894285,2025-05-07,Saree,8146.74
CUST2686,T288654,2025-05-07,Dress,2887.3
CUST2079,T205831,2025-05-07,Formal Shoes,3180.6
CUST2312,T336670,2025-05-08,Kurti,3041.8
CUST2748,T116362,2025-05-08,Lawn Suit,2785.15
CUST2431,T476626,2025-05-08,Formal Shoes,4834.69
CUST2071,T447627,2025-05-08,Belt,3730.55
CUST2179,T540022,2025-05-09,Blazer,8593.9
CUST2393,T604492,2025-05-09,Cap,2364.93
CUST2039,T645500,2025-05-09,Saree,5685.46
CUST2325,T412290,2025-05-09,Handbag,6971.33
CUST2597,T128681,2025-05-10,Blazer,2524.44
CUST2235,T510525,2025-05-10,Dress,3169.41
CUST2369,T838081,2025-05-10,Jeans,6094.62
CUST2718,T648157,2025-05-10,Watch,2894.84
CUST2629,T181877,2025-05-10,Handbag,10886.45
CUST2531,T530447,2025-05-10,Kurti,3655.55
CUST2024,T682352,2025-05-10,Jeans,4926.91
CUST2516,T593675,2025-05-11,Formal Shoes,4106.9
CUST2276,T510712,2025-05-11,Handbag,9182.24
CUST2725,T588720,2025-05-11,Formal Shoes,9050.72
CUST2614,T618576,2025-05-11,Sneakers,6819.17
CUST2486,T586361,2025-05-11,Sneakers,4014.46
CUST2383,T673338,2025-05-11,Formal Shoes,3411.28
CUST2691,T702308,2025-05-11,Watch,8352.82
CUST2553,T435664,2025-05-11,Formal Shoes,7502.2
CUST2425,T934938,2025-05-12,Formal Shoes,1377.58
CUST2672,T527764,2025-05-12,Lawn Suit,3636.4
CUST2656,T506267,2025-05-12,Dress,2247.28
CUST2162,T192588,2025-05-12,Watch,2761.41
CUST2470,T258182,2025-05-12,Kurti,4031.38
CUST2622,T444158,2025-05-12,Jeans,1858.99
CUST2046,T484217,2025-05-12,Kurti,3799.48
CUST2185,T551587,2025-05-12,Dress,4090.16
CUST2292,T827929,2025-05-12,Sneakers,2402.51
CUST2373,T221194,2025-05-12,Belt,1561.9
CUST2723,T349830,2025-05-13,Watch,3426.15
CUST2492,T288027,2025-05-13,Watch,3081.32
CUST2615,T570415,2025-05-13,Jeans,1637.65
CUST2298,T411660,2025-05-13,Cap,2643.08
CUST2775,T196671,2025-05-13,Dress,9527.41
CUST2758,T662138,2025-05-14,Handbag,7214.06
CUST2461,T793262,2025-05-14,Saree,2301.22
CUST2745,T520291,2025-05-14,Watch,3921.09
CUST2331,T661714,2025-05-14,Cap,2678.63
CUST2424,T669279,2025-05-14,Kurti,7269.28
CUST2058,T736157,2025-05-14,Jeans,1782.88
CUST2198,T726051,2025-05-14,Formal Shoes,1842.6
CUST2291,T550604,2025-05-14,Dress,2771.98
CUST2741,T396028,2025-05-14,Saree,1970.72
CUST2621,T345250,2025-05-14,Handbag,2180.5
CUST2397,T943951,2025-05-14,Belt,5054.7
CUST2423,T768941,2025-05-14,Kurti,1744.39
CUST2299,T976239,2025-05-15,Watch,4033.76
CUST2264,T915656,2025-05-15,Lawn Suit,3908.8
CUST2371,T965055,2025-05-15,Watch,7900.3
CUST2683,T896730,2025-05-15,Cap,2262.13
CUST2112,T409274,2025-05-15,Handbag,8331.69
CUST2648,T752503,2025-05-15,Blazer,5158.18
CUST2604,T588171,2025-05-16,Lawn Suit,5193.6
CUST2785,T245767,2025-05-16,Kurti,6570.16
CUST2328,T606547,2025-05-16,Blazer,8563.98
CUST2043,T907859,2025-05-16,Kurti,1709.18
CUST2108,T346523,2025-05-17,Cap,2127.03
CUST2006,T202943,2025-05-17,Saree,3376.26
CUST2074,T797730,2025-05-17,Lawn Suit,4812.95
CUST2552,T167618,2025-05-17,Formal Shoes,4196.92
CUST2718,T656266,2025-05-17,Sneakers,949.97
CUST2694,T756327,2025-05-17,Dress,8393.57
CUST2292,T718768,2025-05-17,Dress,2884.62
CUST2495,T831463,2025-05-17,Handbag,6270.15
CUST2079,T671969,2025-05-17,Lawn Suit,8161.58
CUST2516,T402589,2025-05-17,Saree,7819.84
CUST2708,T653395,2025-05-18,Lawn Suit,5465.54
CUST2691,T153068,2025-05-18,Blazer,6502.09
CUST2540,T951674,2025-05-18,Belt,2656.79
CUST2318,T881077,2025-05-18,Belt,8587.2
CUST2146,T842489,2025-05-18,Cap,9174.76
CUST2575,T742244,2025-05-18,Dress,5641.51
CUST2286,T250960,2025-05-18,Jeans,2273.33
CUST2398,T986424,2025-05-18,Saree,1838.12
CUST2098,T171389,2025-05-18,Formal Shoes,10067.44
CUST2325,T296636,2025-05-18,Belt,6426.74
CUST2352,T438724,2025-05-18,Handbag,3039.46
CUST2196,T737080,2025-05-18,Cap,6257.64
CUST2511,T992985,2025-05-19,Lawn Suit,1573.92
CUST2377,T923976,2025-05-19,Saree,4371.86
CUST2403,T605734,2025-05-19,Formal Shoes,1640.04
CUST2369,T196359,2025-05-19,Handbag,2983.85
CUST2627,T866987,2025-05-19,Dress,5552.61
CUST2095,T744098,2025-05-20,Sneakers,2517.86
CUST2264,T165956,2025-05-20,Formal Shoes,7530.98
CUST2186,T795358,2025-05-20,Dress,6049.96
CUST2623,T175358,2025-05-20,Lawn Suit,4640.21
CUST2013,T504260,2025-05-20,Blazer,1985.27
CUST2754,T938423,2025-05-20,Dress,7987.85
CUST2563,T407210,2025-05-20,Cap,7836.36
CUST2439,T810682,2025-05-21,Watch,3805.58
CUST2659,T136246,2025-05-21,Watch,8902.49
CUST2213,T467321,2025-05-21,Watch,3825.09
CUST2166,T761099,2025-05-21,Watch,3834.49
CUST2422,T877700,2025-05-21,Handbag,4297.96
CUST2743,T395395,2025-05-21,Dress,7312.12
CUST2712,T820892,2025-05-21,Handbag,3851.46
CUST2159,T809223,2025-05-22,Cap,5324.91
CUST2506,T406679,2025-05-22,Dress,3985.54
CUST2595,T599748,2025-05-23,Kurti,1682.34
CUST2128,T341213,2025-05-23,Saree,7288.84
CUST2063,T948802,2025-05-23,Jeans,6372.5
CUST2326,T418144,2025-05-23,Sneakers,7388.55
CUST2290,T377605,2025-05-23,Belt,7256.18
CUST2046,T382143,2025-05-23,Blazer,7313.43
CUST2395,T773632,2025-05-23,Formal Shoes,3364.17
CUST2144,T544912,2025-05-23,Cap,2107.55
CUST2770,T801987,2025-05-23,Kurti,2010.03
CUST2174,T279612,2025-05-23,Belt,3741.5
CUST2429,T201667,2025-05-23,Saree,1568.0
CUST2223,T897077,2025-05-23,Saree,3855.67
CUST2232,T218638,2025-05-24,Lawn Suit,1461.56
CUST2432,T501543,2025-05-24,Belt,2100.66
CUST2192,T400173,2025-05-24,Saree,6667.59
CUST2402,T931638,2025-05-24,Blazer,5524.06
CUST2310,T802022,2025-05-24,Formal Shoes,2170.33
CUST2693,T179633,2025-05-24,Jeans,6168.68
CUST2200,T314957,2025-05-24,Cap,1008.28
CUST2216,T437284,2025-05-24,Jeans,1202.57
CUST2794,T739989,2025-05-24,Belt,5045.7
CUST2421,T515411,2025-05-24,Sneakers,1359.36
CUST2711,T146668,2025-05-24,Belt,8506.92
CUST2153,T102798,2025-05-24,Lawn Suit,1437.82
CUST2533,T318729,2025-05-25,Lawn Suit,1637.58
CUST2303,T584266,2025-05-25,Watch,1328.83
CUST2155,T591817,2025-05-25,Lawn Suit,3014.51
CUST2391,T589036,2025-05-25,Cap,1177.54
CUST2450,T952660,2025-05-25,Blazer,2170.35
CUST2603,T816458,2025-05-25,Handbag,3770.76
CUST2536,T750652,2025-05-25,Handbag,7265.1
CUST2057,T784217,2025-05-25,Formal Shoes,2222.92
CUST2131,T964402,2025-05-26,Blazer,2709.43
CUST2344,T957230,2025-05-26,Lawn Suit,5842.78
CUST2554,T558053,2025-05-26,Dress,3546.83
CUST2195,T682023,2025-05-26,Sneakers,795.59
CUST2675,T601500,2025-05-26,Lawn Suit,1069.48
CUST2272,T735580,2025-05-26,Belt,1482.62
CUST2041,T462886,2025-05-26,Handbag,2470.54
CUST2209,T308595,2025-05-27,Kurti,8007.38
CUST2702,T565900,2025-05-27,Kurti,4104.05
CUST2555,T410351,2025-05-27,Sneakers,2284.18
CUST2611,T889996,2025-05-27,Cap,1030.1
CUST2596,T740708,2025-05-27,Saree,5167.86
CUST2410,T138580,2025-05-27,Jeans,2010.38
CUST2329,T328144,2025-05-27,Saree,3406.5
CUST2355,T211364,2025-05-28,Blazer,4251.5
CUST2720,T975865,2025-05-28,Cap,7519.3
CUST2055,T969445,2025-05-28,Kurti,2951.58
CUST2265,T348758,2025-05-28,Jeans,3628.18
CUST2557,T192281,2025-05-28,Blazer,8537.07
CUST2149,T452337,2025-05-29,Cap,1646.36
CUST2262,T773162,2025-05-29,Sneakers,9181.84
CUST2163,T985267,2025-05-29,Saree,5493.87
CUST2520,T363938,2025-05-29,Sneakers,1781.76
CUST2192,T361679,2025-05-29,Blazer,2726.0
CUST2075,T809617,2025-05-29,Watch,851.38
CUST2749,T792421,2025-05-29,Kurti,9253.73
CUST2464,T240704,2025-05-29,Cap,2597.52
CUST2671,T700754,2025-05-29,Kurti,4950.73
CUST2617,T654821,2025-05-30,Jeans,2904.11
CUST2625,T527892,2025-05-30,Formal Shoes,5134.87
CUST2067,T454597,2025-05-30,Saree,7528.82
CUST2013,T174483,2025-05-30,Formal Shoes,1856.95
CUST2396,T167765,2025-05-30,Saree,2146.0
CUST2489,T380747,2025-05-30,Blazer,2589.19
CUST2552,T494030,2025-05-30,Formal Shoes,5719.36
CUST2196,T515701,2025-05-30,Formal Shoes,8465.64
CUST2762,T396073,2025-05-30,Blazer,2456.99
CUST2450,T240009,2025-05-31,Sneakers,3116.76
CUST2218,T298093,2025-05-31,Saree,8496.89
CUST2197,T907337,2025-05-31,Kurti,2395.5
CUST2662,T154602,2025-05-31,Jeans,6189.31
CUST2532,T252239,2025-06-01,Lawn Suit,4105.02
CUST2402,T192318,2025-06-01,Sneakers,6056.57
CUST2235,T105115,2025-06-01,Formal Shoes,2891.83
CUST2597,T652998,2025-06-01,Formal Shoes,2715.9
CUST2633,T658951,2025-06-01,Dress,3687.58
CUST2114,T233803,2025-06-01,Handbag,3451.63
CUST2032,T565992,2025-06-01,Saree,4547.83
CUST2672,T554361,2025-06-01,Saree,3400.61
CUST2549,T323705,2025-06-01,Handbag,3637.22
CUST2128,T482285,2025-06-01,Blazer,7855.63
CUST2225,T620904,2025-06-02,Belt,10225.06
CUST2486,T285098,2025-06-02,Saree,4635.34
CUST2048,T312704,2025-06-02,Saree,3227.54
CUST2339,T969005,2025-06-02,Cap,7172.77
CUST2785,T568897,2025-06-02,Formal Shoes,2832.27
CUST2134,T701314,2025-06-03,Cap,1447.24
CUST2023,T839538,2025-06-03,Belt,7524.51
CUST2275,T553068,2025-06-03,Jeans,709.7
CUST2210,T803180,2025-06-03,Sneakers,2762.61
CUST2205,T234788,2025-06-03,Blazer,6090.28
CUST2245,T763281,2025-06-03,Saree,2868.04
CUST2187,T448911,2025-06-03,Formal Shoes,3728.5
CUST2495,T651090,2025-06-03,Jeans,4108.73
CUST2498,T517748,2025-06-03,Belt,2495.27
CUST2584,T924350,2025-06-04,Lawn Suit,6876.15
CUST2263,T855518,2025-06-04,Watch,6463.77
CUST2355,T271825,2025-06-04,Saree,5981.72
CUST2108,T332423,2025-06-04,Blazer,1672.88
CUST2346,T981585,2025-06-04,Handbag,2704.93
CUST2371,T129521,2025-06-04,Jeans,3132.18
CUST2011,T170028,2025-06-05,Formal Shoes,1852.05
CUST2006,T736368,2025-06-05,Saree,2576.4
CUST2013,T800344,2025-06-05,Belt,2317.26
CUST2055,T597267,2025-06-05,Formal Shoes,4383.84
CUST2501,T294140,2025-06-05,Lawn Suit,2781.39
CUST2096,T283440,2025-06-05,Formal Shoes,7186.77
CUST2034,T338402,2025-06-05,Kurti,1412.67
CUST2561,T571728,2025-06-06,Dress,2850.26
CUST2194,T264317,2025-06-06,Blazer,7096.9
CUST2336,T240816,2025-06-06,Formal Shoes,913.4
CUST2383,T904466,2025-06-06,Blazer,3821.35
CUST2628,T183801,2025-06-06,Watch,3396.21
CUST2337,T375973,2025-06-06,Cap,3975.36
CUST2260,T117406,2025-06-06,Dress,6133.95
CUST2328,T940510,2025-06-06,Watch,4168.0
CUST2454,T387429,2025-06-06,Belt,1970.22
CUST2630,T600653,2025-06-06,Dress,2521.37
CUST2602,T446499,2025-06-06,Formal Shoes,2340.38
CUST2778,T325276,2025-06-06,Cap,2372.11
CUST2098,T129558,2025-06-07,Blazer,3774.81
CUST2656,T117704,2025-06-07,Lawn Suit,3779.06
CUST2672,T637107,2025-06-07,Saree,3616.39
CUST2788,T712896,2025-06-07,Kurti,4260.97
CUST2793,T300379,2025-06-07,Handbag,2712.71
CUST2489,T204747,2025-06-07,Saree,902.36
CUST2747,T201158,2025-06-07,Kurti,3485.77
CUST2090,T340479,2025-06-07,Jeans,3893.98
CUST2503,T404607,2025-06-07,Lawn Suit,1568.91
CUST2614,T318532,2025-06-07,Blazer,8416.18
CUST2733,T294962,2025-06-08,Sneakers,9561.64
CUST2067,T722228,2025-06-08,Watch,7433.95
CUST2403,T959113,2025-06-08,Cap,4538.91
CUST2794,T852462,2025-06-08,Dress,4566.59
CUST2676,T701803,2025-06-08,Jeans,5593.81
CUST2435,T224537,2025-06-08,Kurti,4674.96
CUST2397,T120459,2025-06-08,Handbag,8514.88
CUST2329,T635195,2025-06-09,Saree,6670.28
CUST2370,T555385,2025-06-09,Lawn Suit,5975.96
CUST2117,T733685,2025-06-09,Lawn Suit,8310.89
CUST2739,T770903,2025-06-09,Watch,5578.99
CUST2594,T881654,2025-06-09,Belt,1968.25
CUST2423,T628851,2025-06-09,Handbag,973.5
CUST2343,T222382,2025-06-09,Handbag,4469.39
CUST2017,T983793,2025-06-09,Lawn Suit,1025.14
CUST2153,T318520,2025-06-09,Sneakers,1927.38
CUST2235,T737305,2025-06-10,Kurti,3097.14
CUST2431,T349750,2025-06-10,Dress,6027.25
CUST2690,T623079,2025-06-10,Saree,2099.09
CUST2559,T260969,2025-06-11,Dress,3225.95
CUST2325,T654945,2025-06-11,Sneakers,9178.36
CUST2137,T254219,2025-06-11,Sneakers,4934.5
CUST2779,T942206,2025-06-11,Saree,4700.71
CUST2702,T173289,2025-06-11,Belt,2589.93
CUST2693,T768981,2025-06-11,Cap,3961.46
CUST2385,T570628,2025-06-11,Lawn Suit,3236.41
CUST2604,T269732,2025-06-11,Dress,4207.81
CUST2632,T545960,2025-06-11,Blazer,8766.49
CUST2671,T339018,2025-06-11,Saree,4178.59
CUST2447,T818574,2025-06-11,Formal Shoes,1320.24
CUST2595,T540789,2025-06-12,Kurti,3789.32
CUST2223,T509833,2025-06-12,Belt,2913.51
CUST2074,T906500,2025-06-12,Jeans,5011.02
CUST2728,T400638,2025-06-12,Sneakers,3344.63
CUST2099,T323589,2025-06-12,Kurti,3350.25
CUST2542,T850211,2025-06-12,Belt,3848.65
CUST2119,T315147,2025-06-12,Kurti,1365.0
CUST2052,T351792,2025-06-12,Kurti,3607.56
CUST2439,T138068,2025-06-12,Dress,2909.37
CUST2513,T507498,2025-06-12,Handbag,876.11
CUST2536,T808114,2025-06-12,Saree,4299.91
CUST2745,T463124,2025-06-13,Sneakers,1515.99
CUST2041,T691110,2025-06-13,Lawn Suit,2712.73
CUST2232,T702778,2025-06-13,Handbag,1697.31
CUST2265,T403793,2025-06-13,Blazer,6025.09
CUST2059,T469469,2025-06-13,Cap,2508.21
CUST2305,T267481,2025-06-14,Handbag,3538.66
CUST2321,T596614,2025-06-14,Blazer,6187.28
CUST2627,T225738,2025-06-14,Saree,8105.53
CUST2266,T166234,2025-06-14,Lawn Suit,835.02
CUST2554,T302166,2025-06-14,Handbag,2702.75
CUST2680,T147596,2025-06-14,Lawn Suit,9050.23
CUST2788,T637929,2025-06-14,Blazer,8520.87
CUST2218,T537281,2025-06-14,Kurti,6704.67
CUST2747,T230453,2025-06-14,Saree,7656.2
CUST2194,T135793,2025-06-14,Formal Shoes,7400.9
CUST2623,T216615,2025-06-14,Sneakers,3037.06
CUST2335,T659128,2025-06-14,Jeans,3668.91
CUST2222,T183140,2025-06-15,Kurti,2968.45
CUST2748,T512842,2025-06-15,Saree,3059.09
CUST2013,T882844,2025-06-15,Lawn Suit,3379.0
CUST2723,T792267,2025-06-15,Sneakers,9726.11
CUST2435,T286143,2025-06-15,Lawn Suit,2811.51
CUST2654,T206986,2025-06-15,Formal Shoes,3525.26
CUST2432,T397643,2025-06-16,Saree,2398.31
CUST2598,T630430,2025-06-16,Jeans,1864.28
CUST2357,T524680,2025-06-16,Handbag,1480.12
CUST2708,T628458,2025-06-16,Sneakers,5290.32
CUST2115,T366165,2025-06-16,Watch,1027.27
CUST2756,T810025,2025-06-16,Handbag,6445.47
CUST2560,T546304,2025-06-16,Blazer,4075.25
CUST2326,T196478,2025-06-16,Lawn Suit,7436.37
CUST2404,T790234,2025-06-16,Belt,8878.5
CUST2071,T385147,2025-06-16,Jeans,3190.06
CUST2027,T389527,2025-06-16,Handbag,1490.53
CUST2419,T204661,2025-06-17,Blazer,1505.83
CUST2372,T172889,2025-06-17,Sneakers,2563.18
CUST2733,T654121,2025-06-17,Sneakers,4954.15
CUST2782,T825812,2025-06-17,Cap,7937.75
CUST2074,T562264,2025-06-17,Sneakers,6165.63
CUST2137,T834159,2025-06-17,Kurti,3970.92
CUST2589,T548535,2025-06-17,Saree,2932.97
CUST2007,T206126,2025-06-17,Sneakers,2251.85
CUST2604,T178449,2025-06-17,Dress,8811.83
CUST2196,T594193,2025-06-17,Kurti,9668.0
CUST2349,T240532,2025-06-17,Dress,2588.02
CUST2284,T123446,2025-06-18,Formal Shoes,2099.41
CUST2462,T566611,2025-06-18,Blazer,1527.95
CUST2711,T583331,2025-06-18,Handbag,8773.17
CUST2621,T221425,2025-06-18,Dress,3778.02
CUST2009,T155514,2025-06-18,Belt,1906.39
CUST2465,T608980,2025-06-18,Jeans,2116.26
CUST2120,T932845,2025-06-18,Cap,8255.88
CUST2034,T465154,2025-06-19,Cap,1094.54
CUST2225,T554295,2025-06-19,Watch,7145.83
CUST2758,T140700,2025-06-19,Belt,4385.77
CUST2219,T175767,2025-06-19,Blazer,1348.03
CUST2646,T367854,2025-06-19,Jeans,1146.12
CUST2212,T589232,2025-06-19,Dress,4356.62
CUST2299,T896888,2025-06-19,Belt,1956.19
CUST2652,T190354,2025-06-19,Lawn Suit,1379.84
CUST2385,T799245,2025-06-19,Sneakers,4140.2
CUST2763,T872515,2025-06-19,Dress,5624.46
CUST2346,T196005,2025-06-19,Belt,1703.76
CUST2200,T468681,2025-06-19,Sneakers,1092.22
CUST2481,T617862,2025-06-19,Watch,1887.79
CUST2185,T903214,2025-06-19,Handbag,6729.54
CUST2470,T689459,2025-06-19,Dress,3853.38
CUST2630,T326494,2025-06-19,Kurti,3624.9
CUST2312,T637826,2025-06-20,Handbag,2462.53
CUST2041,T231014,2025-06-20,Formal Shoes,1586.07
CUST2458,T836097,2025-06-20,Jeans,3071.98
CUST2743,T261588,2025-06-21,Cap,6694.43
CUST2308,T473980,2025-06-21,Kurti,7578.03
CUST2600,T834711,2025-06-21,Belt,1368.75
CUST2244,T808234,2025-06-22,Saree,9201.69
CUST2260,T631129,2025-06-22,Jeans,5053.53
CUST2234,T474020,2025-06-22,Blazer,5032.15
CUST2699,T928258,2025-06-22,Belt,1656.2
CUST2563,T255326,2025-06-22,Sneakers,3604.07
CUST2625,T480173,2025-06-22,Sneakers,3811.99
CUST2146,T371726,2025-06-22,Sneakers,4229.62
CUST2293,T822854,2025-06-22,Saree,3966.09
CUST2263,T777683,2025-06-22,Watch,6276.4
CUST2424,T982522,2025-06-22,Handbag,6570.97
CUST2103,T648607,2025-06-23,Belt,2409.75
CUST2396,T673758,2025-06-23,Belt,1006.31
CUST2476,T620658,2025-06-23,Saree,2829.89
CUST2439,T640917,2025-06-23,Blazer,5367.1
CUST2730,T295157,2025-06-23,Belt,3135.9
CUST2354,T259406,2025-06-24,Kurti,2655.24
CUST2150,T614732,2025-06-24,Jeans,2329.89
CUST2557,T947149,2025-06-24,Blazer,5172.21
CUST2779,T119710,2025-06-24,Blazer,6530.77
CUST2057,T326978,2025-06-24,Cap,1287.23
CUST2422,T772575,2025-06-24,Jeans,7810.73
CUST2452,T193017,2025-06-24,Watch,2252.57
CUST2750,T396602,2025-06-24,Sneakers,4360.52
CUST2410,T968696,2025-06-25,Handbag,786.71
CUST2245,T852445,2025-06-25,Kurti,2482.91
CUST2402,T927068,2025-06-25,Jeans,3401.78
CUST2246,T684435,2025-06-25,Jeans,7173.28
CUST2039,T770589,2025-06-25,Lawn Suit,7305.8
CUST2554,T133817,2025-06-25,Saree,5065.01
CUST2043,T977731,2025-06-25,Sneakers,2720.88
CUST2600,T490216,2025-06-26,Watch,2375.51
CUST2455,T131042,2025-06-26,Sneakers,2573.08
CUST2555,T263000,2025-06-26,Saree,5288.22
CUST2235,T948768,2025-06-26,Cap,6010.49
CUST2633,T973324,2025-06-26,Formal Shoes,3997.47
CUST2724,T988721,2025-06-26,Watch,4724.76
CUST2194,T303824,2025-06-26,Kurti,7966.48
CUST2676,T393956,2025-06-27,Sneakers,3867.09
CUST2653,T262646,2025-06-27,Handbag,2040.34
CUST2747,T864481,2025-06-27,Jeans,3108.9
CUST2218,T989700,2025-06-27,Formal Shoes,3753.64
CUST2627,T536133,2025-06-27,Dress,8260.63
CUST2491,T465486,2025-06-27,Sneakers,3192.31
CUST2046,T162592,2025-06-27,Kurti,8226.29
CUST2326,T689112,2025-06-27,Belt,7238.83
CUST2764,T241745,2025-06-27,Handbag,3208.08
CUST2720,T162709,2025-06-28,Cap,7162.07
CUST2617,T792238,2025-06-28,Watch,11595.69
CUST2019,T436680,2025-06-28,Cap,995.7
CUST2531,T927869,2025-06-28,Jeans,8767.47
CUST2343,T165330,2025-06-28,Lawn Suit,4759.24
CUST2553,T203775,2025-06-28,Formal Shoes,2898.76
CUST2377,T605007,2025-06-28,Saree,3053.88
CUST2548,T805167,2025-06-28,Blazer,3460.06
CUST2791,T209436,2025-06-28,Kurti,3959.27
CUST2328,T957798,2025-06-28,Kurti,7382.94
CUST2021,T871828,2025-06-28,Blazer,8297.53
CUST2134,T203295,2025-06-28,Watch,1437.08
CUST2166,T477215,2025-06-28,Handbag,2870.16
CUST2144,T692173,2025-06-28,Belt,3123.42
CUST2632,T587244,2025-06-29,Watch,5214.27
CUST2395,T530825,2025-06-29,Saree,6893.55
CUST2369,T511510,2025-06-29,Kurti,4450.82
CUST2775,T350207,2025-06-30,Formal Shoes,3935.28
CUST2663,T233867,2025-06-30,Kurti,5466.87
CUST2153,T451221,2025-06-30,Dress,1912.59
CUST2546,T652452,2025-06-30,Sneakers,3889.74
CUST2321,T540513,2025-06-30,Jeans,5627.01
CUST2597,T668938,2025-06-30,Lawn Suit,2017.53
CUST2463,T217083,2025-06-30,Sneakers,2444.3
CUST2291,T507679,2025-06-30,Blazer,3528.8
CUST2644,T261133,2025-06-30,Jeans,3771.89
CUST2512,T893879,2025-06-30,Formal Shoes,4598.44
CUST2094,T206592,2025-07-01,Formal Shoes,1516.46
CUST2331,T937457,2025-07-01,Watch,2695.98
CUST2699,T131060,2025-07-01,Dress,2353.27
CUST2329,T323014,2025-07-01,Cap,3795.53
CUST2431,T325395,2025-07-01,Lawn Suit,6156.32
CUST2286,T876194,2025-07-01,Handbag,2704.08
CUST2630,T677018,2025-07-02,Saree,2653.19
CUST2709,T491615,2025-07-02,Formal Shoes,2336.99
CUST2399,T806254,2025-07-02,Sneakers,3825.76
CUST2753,T162942,2025-07-02,Handbag,9911.69
CUST2320,T697146,2025-07-02,Lawn Suit,1776.39
CUST2211,T693113,2025-07-03,Cap,3233.69
CUST2079,T121579,2025-07-03,Watch,3880.19
CUST2792,T251717,2025-07-03,Jeans,2960.36
CUST2000,T822101,2025-07-03,Saree,1871.27
CUST2741,T494634,2025-07-03,Handbag,2076.54
CUST2353,T997095,2025-07-03,Formal Shoes,2703.26
CUST2083,T126684,2025-07-03,Formal Shoes,2416.32
CUST2282,T571034,2025-07-03,Blazer,5401.63
CUST2461,T246863,2025-07-03,Cap,1413.4
CUST2481,T819752,2025-07-03,Dress,2858.86
CUST2055,T857157,2025-07-04,Watch,7969.73
CUST2218,T877088,2025-07-04,Cap,3209.05
CUST2531,T154874,2025-07-04,Handbag,3339.05
CUST2724,T311714,2025-07-04,Kurti,3900.53
CUST2174,T562609,2025-07-04,Lawn Suit,6602.42
CUST2192,T268982,2025-07-04,Cap,4638.0
CUST2337,T814767,2025-07-04,Formal Shoes,4060.68
CUST2604,T734353,2025-07-04,Belt,4650.49
CUST2680,T565075,2025-07-05,Sneakers,3564.04
CUST2024,T224723,2025-07-05,Formal Shoes,8133.35
CUST2264,T116829,2025-07-05,Jeans,5632.27
CUST2778,T711646,2025-07-05,Dress,3046.06
CUST2549,T729832,2025-07-05,Jeans,4082.32
CUST2782,T767557,2025-07-05,Dress,4451.2
CUST2027,T271699,2025-07-05,Saree,1292.65
CUST2065,T720644,2025-07-05,Cap,3547.39
CUST2491,T318204,2025-07-05,Dress,3675.78
CUST2131,T289586,2025-07-05,Saree,3504.97
CUST2426,T619391,2025-07-05,Blazer,3753.61
CUST2304,T751008,2025-07-06,Lawn Suit,2477.03
CUST2052,T265471,2025-07-06,Watch,4541.74
CUST2595,T322622,2025-07-06,Blazer,1538.71
CUST2662,T268998,2025-07-06,Saree,3340.53
CUST2187,T416759,2025-07-06,Handbag,8578.66
CUST2791,T823993,2025-07-06,Watch,4056.82
CUST2204,T174743,2025-07-06,Jeans,3241.91
CUST2629,T538224,2025-07-06,Blazer,4933.76
CUST2209,T149644,2025-07-06,Kurti,2909.48
CUST2179,T107993,2025-07-07,Jeans,4599.97
CUST2446,T409455,2025-07-07,Saree,1657.85
CUST2723,T407346,2025-07-07,Handbag,5713.24
CUST2725,T334118,2025-07-07,Blazer,4374.96
CUST2067,T235360,2025-07-07,Kurti,6155.95
CUST2244,T204244,2025-07-07,Watch,5683.58
CUST2602,T188599,2025-07-07,Dress,2540.72
CUST2048,T577815,2025-07-08,Cap,1526.34
CUST2754,T413276,2025-07-08,Blazer,6031.73
CUST2705,T516160,2025-07-08,Sneakers,1910.78
CUST2282,T381233,2025-07-08,Cap,8205.19
CUST2276,T909789,2025-07-08,Saree,4379.72
CUST2596,T167670,2025-07-08,Sneakers,9382.47
CUST2699,T282648,2025-07-08,Lawn Suit,1813.93
CUST2197,T513970,2025-07-08,Dress,4338.77
CUST2712,T373570,2025-07-09,Belt,3142.58
CUST2096,T334069,2025-07-09,Handbag,5392.27
CUST2352,T608047,2025-07-09,Cap,5536.55
CUST2390,T265623,2025-07-09,Dress,2021.99
CUST2511,T744110,2025-07-09,Formal Shoes,2828.0
CUST2598,T286949,2025-07-09,Belt,2090.22
CUST2575,T461308,2025-07-09,Dress,6557.87
CUST2344,T610878,2025-07-09,Belt,5566.49
CUST2516,T488052,2025-07-09,Watch,4589.61
CUST2263,T455728,2025-07-09,Blazer,3752.69
CUST2763,T110478,2025-07-10,Kurti,4402.56
CUST2739,T168453,2025-07-10,Belt,6972.97
CUST2659,T414603,2025-07-10,Saree,3872.25
CUST2672,T946940,2025-07-10,Blazer,3702.21
CUST2532,T768275,2025-07-10,Cap,3327.81
CUST2278,T901571,2025-07-10,Kurti,2221.23
CUST2112,T796732,2025-07-10,Formal Shoes,4523.58
CUST2262,T720071,2025-07-10,Lawn Suit,5927.9
CUST2318,T813724,2025-07-10,Blazer,3447.94
CUST2386,T624546,2025-07-10,Lawn Suit,1387.98
